date,employee_title,location,employee_status,review_title,years_at_company,helpful,pros,cons,advice_to_mgmt,rating_overall,rating_balance,rating_culture,rating_career,rating_comp,rating_mgmt,recommends,positive_outlook,approves_of_CEO
Thu Feb 08 2018 04:14:59 GMT-0500 (Eastern Standard Time), Technology,"Bala Cynwyd, PA",Current Employee ,Great place to work in the Philadelphia area,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,15,"* SIG employs some very smart people solving some interesting problems. People are generally collaborative and good ideas are not shot down. The one negative about this is that SIG can have a difficult time filling many positions in tech, since expectations are very high and the right candidate may not be ready available. * Flat management structure. I can literally schedule a meeting and talk with anyone in technology. I won't get turned away. * If you are excelling at what you do, you are generally noticed and challenged more. * If you have ideas, management will listen and there is a good chance it can be implemented. Money spends can be justified and are not a barrier. * It's a financial industry company, but with a relaxed atmosphere and dress code. This means jeans (and shorts in the summer). * Good leadership at the top. The company thrives even in very tough markets. * Catered lunch and breakfast * Onsite gym and many other services like dry-cleaning pick up and onsite haircuts. There is even a fancy espresso bar. These are generally designed to avoid losing employee productivity time due to employees running out of the office, but they are nice perks. * Various company events, like holiday parties, night at the ballpark, 5k runs, etc. There is definitely a good social culture.","* Lack of a policy that allows employees to work from home. There are exceptions in certain cases, and this is changing a bit, but slowly compared to other tech-heavy companies. * The management structure is fairly flat. However, this also impacts the ability to get things done. You really do need to build consensus across many teams to get major initiatives done, and this will take time. * Hours can get long and impact the work-life balance, especially with the lack of work from home policy. This is fairly standard in the tech space unfortunately. * Few public transit options to / from work for those who live in Philadelphia itself (SIG is just outside of Philly).",,5.0,4.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Mar 05 2018 14:05:59 GMT-0500 (Eastern Standard Time),,"New York, NY","Equity Research Associate in New York, NY",Decent spot to start a career,I have been working at Susquehanna International Group (SIG),1,"They invest a lot in the younger associates, especially those joining through rotation programs or internships. Lot of training and opportunities.","Hours are deceptive and should not be taken as a 50 hour/week job. In very few groups are you going to have that short a week, most are 60-70",,4.0,3.0,3.0,4.0,3.0,3.0,Recommends,Neutral Outlook,No opinion of CEO
Sat Mar 10 2018 18:06:11 GMT-0500 (Eastern Standard Time), Software Engineer,"Bala Cynwyd, PA",Current Employee ,A goog company to take care of families,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,1,flat structure not a lot of pressure free breakfast &amp; lunch,"flat structure, hard to get promoted comp changes are pretty small",,3.0,4.0,3.0,4.0,3.0,3.0,Doesn't Recommend,Positive Outlook,No opinion of CEO
Sat Jan 20 2018 10:53:17 GMT-0500 (Eastern Standard Time), Quantitative Research Associate,"Philadelphia, PA",Current Employee ,Try the Guacamole!,I have been working at Susquehanna International Group (SIG) full-time for more than 10 years,10,"The environment is friendly and collaborative. People are almost universally smart, motivated, and good at what they do. Management is pragmatic and effective.","You could probably make a bit more working in New York, but on the other hand then you’d be paying 3k/month to live in a closet and smell rotting garbage all day, so take your pick.",,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Sat Jan 27 2018 12:06:45 GMT-0500 (Eastern Standard Time), Software Engineer,"Bala Cynwyd, PA",Current Employee ,As a developer/engineer I have no idea why anyone would choose this,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,26,"""Work hard play hard"" = as a developer paid strictly on a sub standard salary you will be required, and expected, to work extra hours without additional compensation while the business you support get bigger and bigger bonuses. Open office spaces are so 2010! They take it too the extreme! Enjoy trying to develop that new feature they wanted yesterday while sitting on the trading floor elbow to elbow with the next person. All while phones are being answered, alerts are going off, and ad hoc meetings occur right next to your desk as you are trying to fix that bug. An amazing HR staff that can flood glassdoor with positive reviews. Look back a few weeks for the true reviews. Work life balance is for the weak! You get to go to a baseball game in the summer! Save your fun for then! Enjoy the wake up calls at 3am when it's not your fault things went wrong. It's your turn anyway!","Everything. Don't work here if you're a developer/engineer or work in tech in any capacity. You won't further your career. There are literally a thousand jobs that work you just as hard but respect you more, pay you more, and teach you new skills. This is the tech equivalent to the Bataan death march. Enjoy the free food. You have them an extra hour of your day for it. Seriously why doesn't anyone ever think of this. Take your salary. Look at what you're paid. That's for 40 hours of work. You give them an extra 5 hours a week for free. All for an increasingly subpar lunch. You think your hourly rate is worth Qdoba?",,1.0,1.0,3.0,1.0,2.0,1.0,Doesn't Recommend,Negative Outlook,Disapproves of CEO
Mon Dec 04 2017 07:14:52 GMT-0500 (Eastern Standard Time),,,Current Employee ,Nothing else like it in Philly,I have been working at Susquehanna International Group (SIG) full-time for more than 5 years,8,"- Company perks are generous (provide breakfast & lunch, local area deals, wellness center) -Location is great -Growing/hiring regularly -Good hours -Thoughtful/kind colleagues (at least, in my experience)","-Can be hard to see your career direction- they require you to bit of a 'self-starter' to move into a new position/team (not necessarily bad, but probably not for everyone) -Vacation average (but seems out of place when a lot of the other things SIG offers are above average) -Hard to see the big picture sometimes",,5.0,5.0,5.0,3.0,3.0,4.0,Recommends,Neutral Outlook,Approves of CEO
Fri Nov 10 2017 10:46:35 GMT-0500 (Eastern Standard Time),,,Former Employee ,Challenging Work With Great People,I worked at Susquehanna International Group (SIG) full-time,3,"Collegiate environment, decent perks, work-life balance, very bright co-workers, good training program. Company is killing it.","Comp is limited for traders starting out. Feel like a cog in a big machine.
Skills are not easily transferable.",,4.0,5.0,4.0,3.0,4.0,4.0,Doesn't Recommend,Positive Outlook,Approves of CEO
Sun Sep 17 2017 15:44:27 GMT-0400 (Eastern Daylight Time),,"Bala Cynwyd, PA",Current Employee ,Great place to work,I have been working at Susquehanna International Group (SIG) full-time for more than 3 years,17,"Great co-workers Free catered lunch and breakfast Free on-site gym Lots of free or discounted services such as on-site nurse, dry cleaning, car repair and detailing, haircuts Company sponsored events at Phillies games and family friendly locations The managers of my department have consistently treated me with respect and make me feel valued","minimum 45 hour work weeks no official lunch breaks - lunches are working lunches bathrooms can get crowded, but they are working to improve that",,4.0,3.0,4.0,4.0,4.0,4.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 09 2017 19:52:42 GMT-0400 (Eastern Daylight Time), Trader,"Bala Cynwyd, PA",Former Employee ,good people,I worked at Susquehanna International Group (SIG) full-time,5,"The culture was great. There were a lot of nice, smart, and helpful people.",I can't think of any.,,5.0,5.0,5.0,5.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
Mon Oct 09 2017 13:47:55 GMT-0400 (Eastern Daylight Time),Op,"Bala Cynwyd, PA",Software Engineer Co,Great Place to Work,I worked at Susquehanna International Group (SIG) for more than a year,4,"Casual, Relaxed, Great Work Environment, Great Superiors",Can work to improve certain things,,5.0,5.0,5.0,4.0,5.0,5.0,Recommends,Positive Outlook,Approves of CEO
